pin,slack
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/un34_i_a2_2_RNID5NQ[2]:B,15240
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/un34_i_a2_2_RNID5NQ[2]:C,17446
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/un34_i_a2_2_RNID5NQ[2]:D,17311
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/un34_i_a2_2_RNID5NQ[2]:Y,15240
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt_RNO[4]:A,14482
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt_RNO[4]:B,14410
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt_RNO[4]:C,14419
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt_RNO[4]:D,12053
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt_RNO[4]:Y,12053
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/U_RDCH_RAM/mem1_mem1_0_0/FF_34:IPENn,
top_sb_0/COREAXI_0/genblk3.master_stage0/rdtrans_inprog5:A,14288
top_sb_0/COREAXI_0/genblk3.master_stage0/rdtrans_inprog5:B,16349
top_sb_0/COREAXI_0/genblk3.master_stage0/rdtrans_inprog5:C,13820
top_sb_0/COREAXI_0/genblk3.master_stage0/rdtrans_inprog5:Y,13820
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync2_wptr[1]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync2_wptr[1]:CLK,14559
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync2_wptr[1]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync2_wptr[1]:Q,14559
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/un13_writefull_0_I_9:A,16113
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/un13_writefull_0_I_9:B,12452
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/un13_writefull_0_I_9:C,12382
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/un13_writefull_0_I_9:D,15657
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/un13_writefull_0_I_9:FCI,12401
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/un13_writefull_0_I_9:FCO,12382
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync1_wptr[18]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync1_wptr[18]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync1_wptr[18]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync1_wptr[18]:Q,18655
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPB,
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/U_RDCH_RAM/mem1_mem1_0_1/CFG_25:C,16675
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/U_RDCH_RAM/mem1_mem1_0_1/CFG_25:IPC,16675
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/cmd_p.un1_new_cmd:A,15079
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/cmd_p.un1_new_cmd:B,17345
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/cmd_p.un1_new_cmd:Y,15079
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/cmd_p.2.lnht_cmd19:A,15753
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/cmd_p.2.lnht_cmd19:B,17282
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/cmd_p.2.lnht_cmd19:Y,15753
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0[6]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0[6]:CLK,9003
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0[6]:D,11895
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0[6]:EN,9855
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0[6]:Q,9003
top_sb_0/SYSRESET_POR/IP_INTERFACE_0:IPA,
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/act_p.2.un180_rdwr_cmd_2:A,14474
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/act_p.2.un180_rdwr_cmd_2:B,14351
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/act_p.2.un180_rdwr_cmd_2:C,14336
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/act_p.2.un180_rdwr_cmd_2:D,14224
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/act_p.2.un180_rdwr_cmd_2:Y,14224
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[11]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[11]:CLK,15259
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[11]:D,18379
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[11]:EN,17637
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[11]:Q,15259
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/un13_writefull_0_I_87:A,16360
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/un13_writefull_0_I_87:B,13295
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/un13_writefull_0_I_87:C,13225
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/un13_writefull_0_I_87:D,15904
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/un13_writefull_0_I_87:FCI,13244
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/un13_writefull_0_I_87:FCO,13225
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[29]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[29]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[29]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[29]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[29]:SLn,16176
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt_RNO[12]:A,14482
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt_RNO[12]:B,14459
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt_RNO[12]:C,14419
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt_RNO[12]:D,12053
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt_RNO[12]:Y,12053
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/genblk1.ARBURST_IS_int[0]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/genblk1.ARBURST_IS_int[0]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/genblk1.ARBURST_IS_int[0]:D,17375
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/genblk1.ARBURST_IS_int[0]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_0/CFG_33:IPB,
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_0/CFG_33:IPC,
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/current_state[1]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/current_state[1]:CLK,8719
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/current_state[1]:D,15083
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/current_state[1]:Q,8719
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_149:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_149:IPB,
top_sb_0/MSS_SMC_0/WDATA_reg_RNO[50]:A,15663
top_sb_0/MSS_SMC_0/WDATA_reg_RNO[50]:B,17529
top_sb_0/MSS_SMC_0/WDATA_reg_RNO[50]:Y,15663
top_sb_0/MSS_SMC_0/WDATA_mux_3_0[9]:A,15963
top_sb_0/MSS_SMC_0/WDATA_mux_3_0[9]:B,17529
top_sb_0/MSS_SMC_0/WDATA_mux_3_0[9]:C,12704
top_sb_0/MSS_SMC_0/WDATA_mux_3_0[9]:D,15720
top_sb_0/MSS_SMC_0/WDATA_mux_3_0[9]:Y,12704
top_sb_0/MSS_SMC_0/RDATA_reg[10]:ALn,16494
top_sb_0/MSS_SMC_0/RDATA_reg[10]:CLK,16200
top_sb_0/MSS_SMC_0/RDATA_reg[10]:D,18631
top_sb_0/MSS_SMC_0/RDATA_reg[10]:EN,16863
top_sb_0/MSS_SMC_0/RDATA_reg[10]:Q,16200
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/HREADY_M_0_iv_0_0:A,9296
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/HREADY_M_0_iv_0_0:B,8737
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/HREADY_M_0_iv_0_0:C,7461
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/HREADY_M_0_iv_0_0:Y,7461
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[45]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[45]:CLK,17538
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[45]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[45]:EN,16767
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[45]:Q,17538
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/count_4[1]:A,17598
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/count_4[1]:B,16399
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/count_4[1]:C,17428
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/count_4[1]:D,17309
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/count_4[1]:Y,16399
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/actable_shift_57_m2[4]:A,14880
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/actable_shift_57_m2[4]:B,13600
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/actable_shift_57_m2[4]:C,16331
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/actable_shift_57_m2[4]:Y,13600
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0_cry[20]:A,17299
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0_cry[20]:B,11810
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0_cry[20]:FCI,11470
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0_cry[20]:FCO,11470
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0_cry[20]:S,11657
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/wait_count_xhdl31[0]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/wait_count_xhdl31[0]:CLK,9425
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/wait_count_xhdl31[0]:D,17527
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/wait_count_xhdl31[0]:Q,9425
top_sb_0/MSS_SMC_0/axi_state_RNI6OF9[9]:A,17359
top_sb_0/MSS_SMC_0/axi_state_RNI6OF9[9]:B,17244
top_sb_0/MSS_SMC_0/axi_state_RNI6OF9[9]:C,17267
top_sb_0/MSS_SMC_0/axi_state_RNI6OF9[9]:Y,17244
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[53]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[53]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[53]:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[53]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[53]:SLn,9115
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.un36_rw:A,14749
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.un36_rw:B,13937
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.un36_rw:C,15065
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.un36_rw:D,14849
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.un36_rw:Y,13937
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPB,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_276:IPC,
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[41]:A,17645
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[41]:B,17521
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[41]:C,15518
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[41]:D,14588
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[41]:Y,14588
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_1/FF_20:IPENn,
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem1_mem1_0_0/FF_20:IPENn,
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[17]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[17]:CLK,13265
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[17]:D,10773
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[17]:Q,13265
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[17]:SLn,2649
top_sb_0/MSS_SMC_0/un1_awburst[0]:A,17637
top_sb_0/MSS_SMC_0/un1_awburst[0]:B,17392
top_sb_0/MSS_SMC_0/un1_awburst[0]:C,17493
top_sb_0/MSS_SMC_0/un1_awburst[0]:Y,17392
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_RNO[11]:A,13862
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_RNO[11]:B,13712
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_RNO[11]:C,13588
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_RNO[11]:D,11211
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_RNO[11]:Y,11211
top_sb_0/top_sb_MSS_0/GPIO_GPIO_10_BI_PAD/U_IOINFF:A,
top_sb_0/top_sb_MSS_0/GPIO_GPIO_10_BI_PAD/U_IOINFF:Y,
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIU4VN[32]:A,14915
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIU4VN[32]:B,14150
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIU4VN[32]:C,15038
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIU4VN[32]:Y,14150
top_sb_0/MSS_SMC_0/sdr_count_RNO[2]:A,13217
top_sb_0/MSS_SMC_0/sdr_count_RNO[2]:B,17508
top_sb_0/MSS_SMC_0/sdr_count_RNO[2]:C,14034
top_sb_0/MSS_SMC_0/sdr_count_RNO[2]:Y,13217
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_151:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_151:IPB,
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[5]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[5]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[5]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[5]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[5]:SLn,16176
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RVALID_IM_int6:A,14726
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RVALID_IM_int6:B,14665
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RVALID_IM_int6:C,14588
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RVALID_IM_int6:Y,14588
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/waddr_gray[17]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/waddr_gray[17]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/waddr_gray[17]:D,14797
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/waddr_gray[17]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI0QJU[26]:A,14974
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI0QJU[26]:B,14210
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI0QJU[26]:C,15098
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI0QJU[26]:Y,14210
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[41]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[41]:CLK,17552
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[41]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[41]:EN,16767
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[41]:Q,17552
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wsync2_rptr[17]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wsync2_rptr[17]:CLK,16246
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wsync2_rptr[17]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wsync2_rptr[17]:Q,16246
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/U_RDCH_RAM/mem1_mem1_0_1/CFG_27:C,16683
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/U_RDCH_RAM/mem1_mem1_0_1/CFG_27:IPC,16683
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[62]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[62]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[62]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[62]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[62]:SLn,16176
top_sb_0/COREAXI_0/genblk3.master_stage0/rd_wdcntr[0]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/rd_wdcntr[0]:CLK,13796
top_sb_0/COREAXI_0/genblk3.master_stage0/rd_wdcntr[0]:D,13857
top_sb_0/COREAXI_0/genblk3.master_stage0/rd_wdcntr[0]:Q,13796
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[46]:ALn,16494
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[46]:CLK,14178
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[46]:D,18655
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[46]:EN,13991
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[46]:Q,14178
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[46]:SLn,9261
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_45:A,16285
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_45:B,16285
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_45:C,16234
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_45:D,15829
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_45:FCI,15753
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_45:FCO,15753
top_sb_0/MSS_SMC_0/WDATA_mux_3_0_a4[14]:A,16627
top_sb_0/MSS_SMC_0/WDATA_mux_3_0_a4[14]:B,16402
top_sb_0/MSS_SMC_0/WDATA_mux_3_0_a4[14]:C,16118
top_sb_0/MSS_SMC_0/WDATA_mux_3_0_a4[14]:D,15963
top_sb_0/MSS_SMC_0/WDATA_mux_3_0_a4[14]:Y,15963
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[63]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[63]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[63]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[63]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[63]:SLn,16176
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[9]:A,14860
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[9]:B,17521
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[9]:Y,14860
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[43]:A,17645
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[43]:B,17521
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[43]:C,15518
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[43]:D,14588
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[43]:Y,14588
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[61]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[61]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[61]:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[61]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[61]:SLn,9115
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.rshift_cnst_0_0_a2[6]:A,15255
