pin,slack
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.rshift_cnst_0_0_a2[6]:B,15285
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.rshift_cnst_0_0_a2[6]:Y,15255
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr_RNIHH6CA[22]:B,13713
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr_RNIHH6CA[22]:FCI,12135
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr_RNIHH6CA[22]:FCO,12135
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr_RNIHH6CA[22]:S,12252
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[3]:A,14860
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[3]:B,17521
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[3]:Y,14860
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARREADY_IM0_int:A,17505
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARREADY_IM0_int:B,17275
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARREADY_IM0_int:C,17430
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARREADY_IM0_int:Y,17275
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.AWADDR_M_INPFF1[7]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.AWADDR_M_INPFF1[7]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.AWADDR_M_INPFF1[7]:D,18647
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.AWADDR_M_INPFF1[7]:EN,16146
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.AWADDR_M_INPFF1[7]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI080O[43]:A,15127
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI080O[43]:B,14363
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI080O[43]:C,15251
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI080O[43]:Y,14363
top_sb_0/MSS_SMC_0/axi_count_7_1[3]:A,13026
top_sb_0/MSS_SMC_0/axi_count_7_1[3]:B,10618
top_sb_0/MSS_SMC_0/axi_count_7_1[3]:C,10529
top_sb_0/MSS_SMC_0/axi_count_7_1[3]:D,8085
top_sb_0/MSS_SMC_0/axi_count_7_1[3]:Y,8085
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARSIZE_IS[1]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARSIZE_IS[1]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARSIZE_IS[1]:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARSIZE_IS[1]:Q,18655
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/actable_shift_57[9]:A,16395
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/actable_shift_57[9]:B,13752
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/actable_shift_57[9]:C,17485
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/actable_shift_57[9]:D,16772
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/actable_shift_57[9]:Y,13752
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.AWADDR_M_INPFF1[11]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.AWADDR_M_INPFF1[11]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.AWADDR_M_INPFF1[11]:D,18647
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.AWADDR_M_INPFF1[11]:EN,16146
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.AWADDR_M_INPFF1[11]:Q,18655
top_sb_0/MSS_SMC_0/WDATA_mux_15_m2[10]:A,14042
top_sb_0/MSS_SMC_0/WDATA_mux_15_m2[10]:B,12704
top_sb_0/MSS_SMC_0/WDATA_mux_15_m2[10]:C,15205
top_sb_0/MSS_SMC_0/WDATA_mux_15_m2[10]:D,14928
top_sb_0/MSS_SMC_0/WDATA_mux_15_m2[10]:Y,12704
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/raddr_gray[27]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/raddr_gray[27]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/raddr_gray[27]:D,15651
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/raddr_gray[27]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0[22]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0[22]:CLK,9112
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0[22]:D,11623
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0[22]:EN,9855
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0[22]:Q,9112
top_sb_0/MSS_SMC_0/raddr_reg_9_enl[5]:A,10952
top_sb_0/MSS_SMC_0/raddr_reg_9_enl[5]:B,12095
top_sb_0/MSS_SMC_0/raddr_reg_9_enl[5]:C,8302
top_sb_0/MSS_SMC_0/raddr_reg_9_enl[5]:D,9552
top_sb_0/MSS_SMC_0/raddr_reg_9_enl[5]:Y,8302
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/arbRegSMCurrentState_ns_i_0_o2[1]:A,9751
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/arbRegSMCurrentState_ns_i_0_o2[1]:B,15180
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/arbRegSMCurrentState_ns_i_0_o2[1]:Y,9751
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rgraynext[18]:A,9674
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rgraynext[18]:B,9636
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rgraynext[18]:Y,9636
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.bterm_p.op_eq.un28_rw_0_a3_RNITSQF2:A,16285
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.bterm_p.op_eq.un28_rw_0_a3_RNITSQF2:B,16025
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.bterm_p.op_eq.un28_rw_0_a3_RNITSQF2:C,13574
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.bterm_p.op_eq.un28_rw_0_a3_RNITSQF2:D,14524
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.bterm_p.op_eq.un28_rw_0_a3_RNITSQF2:Y,13574
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.pending_wr0[2]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.pending_wr0[2]:CLK,13940
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.pending_wr0[2]:D,12103
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.pending_wr0[2]:EN,9855
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.pending_wr0[2]:Q,13940
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0_cry[12]:A,17147
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0_cry[12]:B,11674
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0_cry[12]:FCI,11470
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0_cry[12]:FCO,11470
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.cnt0_cry[12]:S,11793
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[34]:ALn,16494
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[34]:CLK,14178
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[34]:D,18655
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[34]:EN,13991
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[34]:Q,14178
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[34]:SLn,9261
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_d_xhdl13[15]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_d_xhdl13[15]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_d_xhdl13[15]:D,371
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_d_xhdl13[15]:EN,128
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_d_xhdl13[15]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[21]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[21]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[21]:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[21]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[21]:SLn,9115
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/un1_current_state_1:A,16475
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/un1_current_state_1:B,16399
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/un1_current_state_1:Y,16399
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/masterDataInProg_RNIO5K8_15[0]:A,15694
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/masterDataInProg_RNIO5K8_15[0]:B,17297
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/masterDataInProg_RNIO5K8_15[0]:Y,15694
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/un1_pending_wr0_waddr70_0_0_a2:A,11350
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/un1_pending_wr0_waddr70_0_0_a2:B,11285
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/un1_pending_wr0_waddr70_0_0_a2:C,10035
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/un1_pending_wr0_waddr70_0_0_a2:D,11039
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/un1_pending_wr0_waddr70_0_0_a2:Y,10035
top_sb_0/MSS_SMC_0/WDATA_mux_3[22]:A,17273
top_sb_0/MSS_SMC_0/WDATA_mux_3[22]:B,17529
top_sb_0/MSS_SMC_0/WDATA_mux_3[22]:C,16038
top_sb_0/MSS_SMC_0/WDATA_mux_3[22]:D,16973
top_sb_0/MSS_SMC_0/WDATA_mux_3[22]:Y,16038
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_d_xhdl13[18]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_d_xhdl13[18]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_d_xhdl13[18]:D,371
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_d_xhdl13[18]:EN,128
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_d_xhdl13[18]:Q,18655
DQ_iobuf[4]/U0/U_IOENFF:A,
DQ_iobuf[4]/U0/U_IOENFF:Y,
top_sb_0/MSS_SMC_0/raddr_reg_9_0_i[10]:A,12193
top_sb_0/MSS_SMC_0/raddr_reg_9_0_i[10]:B,11142
top_sb_0/MSS_SMC_0/raddr_reg_9_0_i[10]:C,11894
top_sb_0/MSS_SMC_0/raddr_reg_9_0_i[10]:D,8302
top_sb_0/MSS_SMC_0/raddr_reg_9_0_i[10]:Y,8302
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/rwable_shift[0]:ALn,16494
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/rwable_shift[0]:CLK,17493
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/rwable_shift[0]:D,15275
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/rwable_shift[0]:Q,17493
top_sb_0/MSS_SMC_0/axi_state_ns_i_1[4]:A,16317
top_sb_0/MSS_SMC_0/axi_state_ns_i_1[4]:B,16315
top_sb_0/MSS_SMC_0/axi_state_ns_i_1[4]:C,14942
top_sb_0/MSS_SMC_0/axi_state_ns_i_1[4]:D,14990
top_sb_0/MSS_SMC_0/axi_state_ns_i_1[4]:Y,14942
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_undef_d[16]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_undef_d[16]:CLK,17545
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_undef_d[16]:D,10068
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_undef_d[16]:EN,17123
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/HADDR_undef_d[16]:Q,17545
top_sb_0/MSS_SMC_0/raddr_reg_9_e3_0_a2:A,8968
top_sb_0/MSS_SMC_0/raddr_reg_9_e3_0_a2:B,13905
top_sb_0/MSS_SMC_0/raddr_reg_9_e3_0_a2:Y,8968
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_46:A,6926
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_46:B,14692
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_46:C,6799
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_46:Y,6799
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[29]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[29]:CLK,17725
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[29]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[29]:EN,16767
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[29]:Q,17725
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_131:IPB,
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/actable_shift[0]:ALn,16494
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/actable_shift[0]:CLK,16535
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/actable_shift[0]:D,12241
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/actable_shift[0]:Q,16535
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[32]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[32]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[32]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[32]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[32]:SLn,16176
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[31]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[31]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[31]:D,14588
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[31]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_fifo_wr_data[12]:A,17741
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_fifo_wr_data[12]:B,13476
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_fifo_wr_data[12]:C,17589
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_fifo_wr_data[12]:Y,13476
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_1[17]:A,12732
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_1[17]:B,12656
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_1[17]:C,8787
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_1[17]:Y,8787
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/m_shift[6]:ALn,16494
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/m_shift[6]:CLK,18655
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/m_shift[6]:D,18655
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/m_shift[6]:EN,17151
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/m_shift[6]:Q,18655
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:IPB,
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNI9VG02[2]:B,12917
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNI9VG02[2]:FCI,6647
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNI9VG02[2]:FCO,6647
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNI9VG02[2]:S,7057
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[33]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[33]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[33]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[33]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[33]:SLn,16176
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/pcable_shift_RNO[6]:A,17645
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/pcable_shift_RNO[6]:B,17231
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/pcable_shift_RNO[6]:C,16102
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/pcable_shift_RNO[6]:Y,16102
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_93:A,16170
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_93:B,8446
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_93:C,8376
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_93:D,6894
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_93:FCI,6910
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_93:FCO,6894
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI191O[52]:A,14967
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI191O[52]:B,14202
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI191O[52]:C,15090
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI191O[52]:Y,14202
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_0[2]:A,17614
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_0[2]:B,13662
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_0[2]:C,13564
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_0[2]:D,10084
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_0[2]:Y,10084
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_1/FF_25:CLK,
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_1/FF_25:IPCLKn,
DQ_iobuf[5]/U0/U_IOENFF:A,
DQ_iobuf[5]/U0/U_IOENFF:Y,
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_0/CFG_24:C,16527
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_0/CFG_24:IPC,16527
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/swap_rd_data_byte_RNIHANP[0]:A,13250
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/swap_rd_data_byte_RNIHANP[0]:B,15263
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/swap_rd_data_byte_RNIHANP[0]:Y,13250
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WVALID_IS:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WVALID_IS:CLK,17529
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WVALID_IS:D,8804
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WVALID_IS:Q,17529
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_0_a2_6[21]:A,14395
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_0_a2_6[21]:B,14368
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_0_a2_6[21]:C,12898
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_0_a2_6[21]:D,12837
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_0_a2_6[21]:Y,12837
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_33:A,16304
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_33:B,16304
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_33:C,16253
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_33:D,15848
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_33:FCI,15753
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/cmd_p.0.un1_line_i_0_0_I_33:FCO,15753
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wrdata_xhdl27_2_sqmuxa_1_2:A,9912
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wrdata_xhdl27_2_sqmuxa_1_2:B,9889
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wrdata_xhdl27_2_sqmuxa_1_2:Y,9889
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/un1_mode_cmd_1_iv_RNO[2]:A,12593
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/un1_mode_cmd_1_iv_RNO[2]:B,13749
